"roster_id","team_id","year","person_id","created_at","updated_at"
2643,19,20192020,8475765,"2021-10-07 15:45:01.305415-07","2021-10-07 15:45:01.305415-07"
2644,19,20192020,8475768,"2021-10-07 15:45:01.313177-07","2021-10-07 15:45:01.313177-07"
2645,19,20192020,8476884,"2021-10-07 15:45:01.323758-07","2021-10-07 15:45:01.323758-07"
2646,19,20192020,8476892,"2021-10-07 15:45:02.376737-07","2021-10-07 15:45:02.376737-07"
2647,19,20192020,8476897,"2021-10-07 15:45:02.38411-07","2021-10-07 15:45:02.38411-07"
2648,19,20192020,8476907,"2021-10-07 15:45:02.392732-07","2021-10-07 15:45:02.392732-07"
2649,19,20192020,8477455,"2021-10-07 15:45:02.400376-07","2021-10-07 15:45:02.400376-07"
2650,19,20192020,8477482,"2021-10-07 15:45:02.409922-07","2021-10-07 15:45:02.409922-07"
2651,19,20192020,8477573,"2021-10-07 15:45:02.420409-07","2021-10-07 15:45:02.420409-07"
2652,19,20192020,8477952,"2021-10-07 15:45:02.430341-07","2021-10-07 15:45:02.430341-07"
2653,19,20192020,8477964,"2021-10-07 15:45:02.440738-07","2021-10-07 15:45:02.440738-07"
2654,19,20192020,8478013,"2021-10-07 15:45:02.449628-07","2021-10-07 15:45:02.449628-07"
2655,19,20192020,8478040,"2021-10-07 15:45:02.457951-07","2021-10-07 15:45:02.457951-07"
2656,19,20192020,8478104,"2021-10-07 15:45:02.46618-07","2021-10-07 15:45:02.46618-07"
2657,19,20192020,8478407,"2021-10-07 15:45:02.476308-07","2021-10-07 15:45:02.476308-07"
2658,19,20192020,8478859,"2021-10-07 15:45:02.48695-07","2021-10-07 15:45:02.48695-07"
2659,19,20192020,8479385,"2021-10-07 15:45:02.497434-07","2021-10-07 15:45:02.497434-07"
2660,19,20192020,8480011,"2021-10-07 15:45:02.507896-07","2021-10-07 15:45:02.507896-07"
2661,19,20192020,8480023,"2021-10-07 15:45:02.517978-07","2021-10-07 15:45:02.517978-07"
2662,19,20192020,8474596,"2021-10-07 15:45:02.527373-07","2021-10-07 15:45:02.527373-07"
2663,19,20192020,8476412,"2021-10-07 15:45:02.531546-07","2021-10-07 15:45:02.531546-07"
2664,20,20192020,8470966,"2021-10-07 15:45:02.538272-07","2021-10-07 15:45:02.538272-07"
2665,20,20192020,8473473,"2021-10-07 15:45:02.546066-07","2021-10-07 15:45:02.546066-07"
2666,20,20192020,8473564,"2021-10-07 15:45:02.556087-07","2021-10-07 15:45:02.556087-07"
2667,20,20192020,8474150,"2021-10-07 15:45:02.565253-07","2021-10-07 15:45:02.565253-07"
2668,20,20192020,8474612,"2021-10-07 15:45:02.573371-07","2021-10-07 15:45:02.573371-07"
2669,20,20192020,8474628,"2021-10-07 15:45:02.58016-07","2021-10-07 15:45:02.58016-07"
2670,20,20192020,8474673,"2021-10-07 15:45:02.586397-07","2021-10-07 15:45:02.586397-07"
2671,20,20192020,8474736,"2021-10-07 15:45:02.593623-07","2021-10-07 15:45:02.593623-07"
2672,20,20192020,8475762,"2021-10-07 15:45:02.600132-07","2021-10-07 15:45:02.600132-07"
2673,20,20192020,8475869,"2021-10-07 15:45:02.60633-07","2021-10-07 15:45:02.60633-07"
2674,20,20192020,8476346,"2021-10-07 15:45:02.61291-07","2021-10-07 15:45:02.61291-07"
2675,20,20192020,8476356,"2021-10-07 15:45:02.619013-07","2021-10-07 15:45:02.619013-07"
2676,20,20192020,8476409,"2021-10-07 15:45:02.626075-07","2021-10-07 15:45:02.626075-07"
2677,20,20192020,8476873,"2021-10-07 15:45:03.967386-07","2021-10-07 15:45:03.967386-07"
2678,20,20192020,8476979,"2021-10-07 15:45:03.979033-07","2021-10-07 15:45:03.979033-07"
2679,20,20192020,8477210,"2021-10-07 15:45:03.990652-07","2021-10-07 15:45:03.990652-07"
2680,20,20192020,8477496,"2021-10-07 15:45:03.998972-07","2021-10-07 15:45:03.998972-07"
2681,20,20192020,8477497,"2021-10-07 15:45:04.009791-07","2021-10-07 15:45:04.009791-07"
2682,20,20192020,8477935,"2021-10-07 15:45:04.018985-07","2021-10-07 15:45:04.018985-07"
2683,20,20192020,8478233,"2021-10-07 15:45:04.029663-07","2021-10-07 15:45:04.029663-07"
2684,20,20192020,8478396,"2021-10-07 15:45:04.040161-07","2021-10-07 15:45:04.040161-07"
2685,20,20192020,8478397,"2021-10-07 15:45:04.04838-07","2021-10-07 15:45:04.04838-07"
2686,20,20192020,8478430,"2021-10-07 15:45:04.058195-07","2021-10-07 15:45:04.058195-07"
2687,20,20192020,8478512,"2021-10-07 15:45:04.065929-07","2021-10-07 15:45:04.065929-07"
2688,20,20192020,8478585,"2021-10-07 15:45:04.076593-07","2021-10-07 15:45:04.076593-07"
2689,20,20192020,8479314,"2021-10-07 15:45:04.085178-07","2021-10-07 15:45:04.085178-07"
2690,20,20192020,8479346,"2021-10-07 15:45:04.093791-07","2021-10-07 15:45:04.093791-07"
2691,20,20192020,8481630,"2021-10-07 15:45:04.103519-07","2021-10-07 15:45:04.103519-07"
2692,20,20192020,8475660,"2021-10-07 15:45:05.082746-07","2021-10-07 15:45:05.082746-07"
2693,20,20192020,8479496,"2021-10-07 15:45:05.087851-07","2021-10-07 15:45:05.087851-07"
2694,21,20192020,8473446,"2021-10-07 15:45:05.096102-07","2021-10-07 15:45:05.096102-07"
2695,21,20192020,8474013,"2021-10-07 15:45:05.105268-07","2021-10-07 15:45:05.105268-07"
2696,21,20192020,8474569,"2021-10-07 15:45:05.114394-07","2021-10-07 15:45:05.114394-07"
2697,21,20192020,8474685,"2021-10-07 15:45:05.481751-07","2021-10-07 15:45:05.481751-07"
2698,21,20192020,8474717,"2021-10-07 15:45:05.489398-07","2021-10-07 15:45:05.489398-07"
2699,21,20192020,8475172,"2021-10-07 15:45:05.831382-07","2021-10-07 15:45:05.831382-07"
2700,21,20192020,8475246,"2021-10-07 15:45:05.843027-07","2021-10-07 15:45:05.843027-07"
2701,21,20192020,8475820,"2021-10-07 15:45:05.851651-07","2021-10-07 15:45:05.851651-07"
2702,21,20192020,8476391,"2021-10-07 15:45:05.859806-07","2021-10-07 15:45:05.859806-07"
2703,21,20192020,8476442,"2021-10-07 15:45:06.176236-07","2021-10-07 15:45:06.176236-07"
2704,21,20192020,8476455,"2021-10-07 15:45:06.186088-07","2021-10-07 15:45:06.186088-07"
2705,21,20192020,8476480,"2021-10-07 15:45:06.195238-07","2021-10-07 15:45:06.195238-07"
2706,21,20192020,8477126,"2021-10-07 15:45:06.204725-07","2021-10-07 15:45:06.204725-07"
2707,21,20192020,8477435,"2021-10-07 15:45:06.213104-07","2021-10-07 15:45:06.213104-07"
2708,21,20192020,8477444,"2021-10-07 15:45:06.221494-07","2021-10-07 15:45:06.221494-07"
2709,21,20192020,8477456,"2021-10-07 15:45:06.229567-07","2021-10-07 15:45:06.229567-07"
2710,21,20192020,8477492,"2021-10-07 15:45:06.238653-07","2021-10-07 15:45:06.238653-07"
2711,21,20192020,8477501,"2021-10-07 15:45:06.247674-07","2021-10-07 15:45:06.247674-07"
2712,21,20192020,8477507,"2021-10-07 15:45:06.256931-07","2021-10-07 15:45:06.256931-07"
2713,21,20192020,8477930,"2021-10-07 15:45:06.265727-07","2021-10-07 15:45:06.265727-07"
2714,21,20192020,8477973,"2021-10-07 15:45:06.274215-07","2021-10-07 15:45:06.274215-07"
2715,21,20192020,8478073,"2021-10-07 15:45:06.645402-07","2021-10-07 15:45:06.645402-07"
2716,21,20192020,8478420,"2021-10-07 15:45:06.951227-07","2021-10-07 15:45:06.951227-07"
2717,21,20192020,8479370,"2021-10-07 15:45:06.96045-07","2021-10-07 15:45:06.96045-07"
2718,21,20192020,8479398,"2021-10-07 15:45:06.971182-07","2021-10-07 15:45:06.971182-07"
2719,21,20192020,8479982,"2021-10-07 15:45:06.982174-07","2021-10-07 15:45:06.982174-07"
2720,21,20192020,8480069,"2021-10-07 15:45:06.992373-07","2021-10-07 15:45:06.992373-07"
2721,21,20192020,8480157,"2021-10-07 15:45:07.003171-07","2021-10-07 15:45:07.003171-07"
2722,21,20192020,8480326,"2021-10-07 15:45:07.013747-07","2021-10-07 15:45:07.013747-07"
2723,21,20192020,8480822,"2021-10-07 15:45:07.02242-07","2021-10-07 15:45:07.02242-07"
2724,21,20192020,8481186,"2021-10-07 15:45:07.031704-07","2021-10-07 15:45:07.031704-07"
2725,21,20192020,8474636,"2021-10-07 15:45:07.039976-07","2021-10-07 15:45:07.039976-07"
2726,21,20192020,8475831,"2021-10-07 15:45:07.044151-07","2021-10-07 15:45:07.044151-07"
2727,21,20192020,8477312,"2021-10-07 15:45:07.048162-07","2021-10-07 15:45:07.048162-07"
2728,21,20192020,8479530,"2021-10-07 15:45:07.196775-07","2021-10-07 15:45:07.196775-07"
2729,21,20192020,8480925,"2021-10-07 15:45:07.203203-07","2021-10-07 15:45:07.203203-07"
2730,22,20192020,8471242,"2021-10-07 15:45:07.209915-07","2021-10-07 15:45:07.209915-07"
2731,22,20192020,8471707,"2021-10-07 15:45:07.219428-07","2021-10-07 15:45:07.219428-07"
2732,22,20192020,8471729,"2021-10-07 15:45:07.227878-07","2021-10-07 15:45:07.227878-07"
2733,22,20192020,8474040,"2021-10-07 15:45:07.237658-07","2021-10-07 15:45:07.237658-07"
2734,22,20192020,8474589,"2021-10-07 15:45:07.245398-07","2021-10-07 15:45:07.245398-07"
2735,22,20192020,8475163,"2021-10-07 15:45:07.254899-07","2021-10-07 15:45:07.254899-07"
2736,22,20192020,8475178,"2021-10-07 15:45:07.265154-07","2021-10-07 15:45:07.265154-07"
2737,22,20192020,8475430,"2021-10-07 15:45:07.27337-07","2021-10-07 15:45:07.27337-07"
2738,22,20192020,8475772,"2021-10-07 15:45:07.526006-07","2021-10-07 15:45:07.526006-07"
2739,22,20192020,8476326,"2021-10-07 15:45:07.53328-07","2021-10-07 15:45:07.53328-07"
2740,22,20192020,8476430,"2021-10-07 15:45:07.540863-07","2021-10-07 15:45:07.540863-07"
2741,22,20192020,8476440,"2021-10-07 15:45:07.548141-07","2021-10-07 15:45:07.548141-07"
2742,22,20192020,8476454,"2021-10-07 15:45:07.800746-07","2021-10-07 15:45:07.800746-07"
2743,22,20192020,8476457,"2021-10-07 15:45:07.808822-07","2021-10-07 15:45:07.808822-07"
2744,22,20192020,8476472,"2021-10-07 15:45:07.816707-07","2021-10-07 15:45:07.816707-07"
2745,22,20192020,8476915,"2021-10-07 15:45:07.82417-07","2021-10-07 15:45:07.82417-07"
2746,22,20192020,8476960,"2021-10-07 15:45:07.830985-07","2021-10-07 15:45:07.830985-07"
2747,22,20192020,8476988,"2021-10-07 15:45:07.839263-07","2021-10-07 15:45:07.839263-07"
2748,22,20192020,8477498,"2021-10-07 15:45:07.846548-07","2021-10-07 15:45:07.846548-07"
2749,22,20192020,8477529,"2021-10-07 15:45:07.855066-07","2021-10-07 15:45:07.855066-07"
2750,22,20192020,8477934,"2021-10-07 15:45:08.489082-07","2021-10-07 15:45:08.489082-07"
2751,22,20192020,8478021,"2021-10-07 15:45:08.498923-07","2021-10-07 15:45:08.498923-07"
2752,22,20192020,8478402,"2021-10-07 15:45:08.5088-07","2021-10-07 15:45:08.5088-07"
2753,22,20192020,8478451,"2021-10-07 15:45:08.518262-07","2021-10-07 15:45:08.518262-07"
2754,22,20192020,8478452,"2021-10-07 15:45:08.525583-07","2021-10-07 15:45:08.525583-07"
2755,22,20192020,8479347,"2021-10-07 15:45:08.535175-07","2021-10-07 15:45:08.535175-07"
2756,22,20192020,8479466,"2021-10-07 15:45:08.543006-07","2021-10-07 15:45:08.543006-07"
2757,22,20192020,8479977,"2021-10-07 15:45:08.5508-07","2021-10-07 15:45:08.5508-07"
2758,22,20192020,8480940,"2021-10-07 15:45:08.55891-07","2021-10-07 15:45:08.55891-07"
2759,22,20192020,8481638,"2021-10-07 15:45:08.938046-07","2021-10-07 15:45:08.938046-07"
2760,22,20192020,8481813,"2021-10-07 15:45:08.947482-07","2021-10-07 15:45:08.947482-07"
2761,22,20192020,8469608,"2021-10-07 15:45:08.95611-07","2021-10-07 15:45:08.95611-07"
2762,22,20192020,8475156,"2021-10-07 15:45:08.960686-07","2021-10-07 15:45:08.960686-07"
2763,23,20192020,8470626,"2021-10-07 15:45:08.968134-07","2021-10-07 15:45:08.968134-07"
2764,23,20192020,8471303,"2021-10-07 15:45:08.977162-07","2021-10-07 15:45:08.977162-07"
2765,23,20192020,8474091,"2021-10-07 15:45:08.986017-07","2021-10-07 15:45:08.986017-07"
2766,23,20192020,8474291,"2021-10-07 15:45:08.993523-07","2021-10-07 15:45:08.993523-07"
2767,23,20192020,8474574,"2021-10-07 15:45:09.0032-07","2021-10-07 15:45:09.0032-07"
2768,23,20192020,8474818,"2021-10-07 15:45:09.01084-07","2021-10-07 15:45:09.01084-07"
2769,23,20192020,8474849,"2021-10-07 15:45:09.018856-07","2021-10-07 15:45:09.018856-07"
2770,23,20192020,8475690,"2021-10-07 15:45:09.026343-07","2021-10-07 15:45:09.026343-07"
2771,23,20192020,8475726,"2021-10-07 15:45:09.035703-07","2021-10-07 15:45:09.035703-07"
2772,23,20192020,8475907,"2021-10-07 15:45:09.044834-07","2021-10-07 15:45:09.044834-07"
2773,23,20192020,8476344,"2021-10-07 15:45:09.57669-07","2021-10-07 15:45:09.57669-07"
2774,23,20192020,8476410,"2021-10-07 15:45:09.587055-07","2021-10-07 15:45:09.587055-07"
2775,23,20192020,8476466,"2021-10-07 15:45:09.597206-07","2021-10-07 15:45:09.597206-07"
2776,23,20192020,8476468,"2021-10-07 15:45:09.607068-07","2021-10-07 15:45:09.607068-07"
2777,23,20192020,8476871,"2021-10-07 15:45:09.616606-07","2021-10-07 15:45:09.616606-07"
2778,23,20192020,8477085,"2021-10-07 15:45:09.627032-07","2021-10-07 15:45:09.627032-07"
2779,23,20192020,8477213,"2021-10-07 15:45:09.898094-07","2021-10-07 15:45:09.898094-07"
2780,23,20192020,8477353,"2021-10-07 15:45:10.294911-07","2021-10-07 15:45:10.294911-07"
2781,23,20192020,8477473,"2021-10-07 15:45:10.304512-07","2021-10-07 15:45:10.304512-07"
2782,23,20192020,8477500,"2021-10-07 15:45:10.313067-07","2021-10-07 15:45:10.313067-07"
2783,23,20192020,8477937,"2021-10-07 15:45:10.321357-07","2021-10-07 15:45:10.321357-07"
2784,23,20192020,8477958,"2021-10-07 15:45:10.329746-07","2021-10-07 15:45:10.329746-07"
2785,23,20192020,8478444,"2021-10-07 15:45:10.62544-07","2021-10-07 15:45:10.62544-07"
2786,23,20192020,8478874,"2021-10-07 15:45:10.63362-07","2021-10-07 15:45:10.63362-07"
2787,23,20192020,8479442,"2021-10-07 15:45:10.642798-07","2021-10-07 15:45:10.642798-07"
2788,23,20192020,8479772,"2021-10-07 15:45:10.65351-07","2021-10-07 15:45:10.65351-07"
2789,23,20192020,8480012,"2021-10-07 15:45:10.661614-07","2021-10-07 15:45:10.661614-07"
2790,23,20192020,8480147,"2021-10-07 15:45:10.671579-07","2021-10-07 15:45:10.671579-07"
2791,23,20192020,8480800,"2021-10-07 15:45:10.978261-07","2021-10-07 15:45:10.978261-07"
2792,23,20192020,8479355,"2021-10-07 15:45:10.985774-07","2021-10-07 15:45:10.985774-07"
2793,23,20192020,8474593,"2021-10-07 15:45:10.995324-07","2021-10-07 15:45:10.995324-07"
2794,23,20192020,8475839,"2021-10-07 15:45:10.999074-07","2021-10-07 15:45:10.999074-07"
2795,23,20192020,8477967,"2021-10-07 15:45:11.003169-07","2021-10-07 15:45:11.003169-07"
2796,23,20192020,8480022,"2021-10-07 15:45:11.00683-07","2021-10-07 15:45:11.00683-07"
2797,24,20192020,8470612,"2021-10-07 15:45:11.647173-07","2021-10-07 15:45:11.647173-07"
2798,24,20192020,8470655,"2021-10-07 15:45:11.664293-07","2021-10-07 15:45:11.664293-07"
2799,24,20192020,8473560,"2021-10-07 15:45:11.676958-07","2021-10-07 15:45:11.676958-07"
2800,24,20192020,8474584,"2021-10-07 15:45:11.692755-07","2021-10-07 15:45:11.692755-07"
2801,24,20192020,8474641,"2021-10-07 15:45:11.705374-07","2021-10-07 15:45:11.705374-07"
2802,24,20192020,8474683,"2021-10-07 15:45:11.71607-07","2021-10-07 15:45:11.71607-07"
2803,24,20192020,8475164,"2021-10-07 15:45:11.727027-07","2021-10-07 15:45:11.727027-07"
2804,24,20192020,8475235,"2021-10-07 15:45:11.737816-07","2021-10-07 15:45:11.737816-07"
2805,24,20192020,8475461,"2021-10-07 15:45:11.747584-07","2021-10-07 15:45:11.747584-07"
2806,24,20192020,8475625,"2021-10-07 15:45:11.756337-07","2021-10-07 15:45:11.756337-07"
2807,24,20192020,8475764,"2021-10-07 15:45:11.764809-07","2021-10-07 15:45:11.764809-07"
2808,24,20192020,8475790,"2021-10-07 15:45:11.773416-07","2021-10-07 15:45:11.773416-07"
2809,24,20192020,8475825,"2021-10-07 15:45:11.782835-07","2021-10-07 15:45:11.782835-07"
2810,24,20192020,8475842,"2021-10-07 15:45:11.790958-07","2021-10-07 15:45:11.790958-07"
2811,24,20192020,8476312,"2021-10-07 15:45:11.799137-07","2021-10-07 15:45:11.799137-07"
2812,24,20192020,8476483,"2021-10-07 15:45:11.807402-07","2021-10-07 15:45:11.807402-07"
2813,24,20192020,8476854,"2021-10-07 15:45:11.814474-07","2021-10-07 15:45:11.814474-07"
2814,24,20192020,8476913,"2021-10-07 15:45:11.820897-07","2021-10-07 15:45:11.820897-07"
2815,24,20192020,8477043,"2021-10-07 15:45:11.82737-07","2021-10-07 15:45:11.82737-07"
2816,24,20192020,8477240,"2021-10-07 15:45:11.834585-07","2021-10-07 15:45:11.834585-07"
2817,24,20192020,8477941,"2021-10-07 15:45:11.84214-07","2021-10-07 15:45:11.84214-07"
2818,24,20192020,8477947,"2021-10-07 15:45:11.848856-07","2021-10-07 15:45:11.848856-07"
2819,24,20192020,8478029,"2021-10-07 15:45:11.85606-07","2021-10-07 15:45:11.85606-07"
2820,24,20192020,8478046,"2021-10-07 15:45:11.863043-07","2021-10-07 15:45:11.863043-07"
2821,24,20192020,8478131,"2021-10-07 15:45:11.870284-07","2021-10-07 15:45:11.870284-07"
2822,24,20192020,8478425,"2021-10-07 15:45:11.877599-07","2021-10-07 15:45:11.877599-07"
2823,24,20192020,8478466,"2021-10-07 15:45:12.195815-07","2021-10-07 15:45:12.195815-07"
2824,24,20192020,8478491,"2021-10-07 15:45:12.211181-07","2021-10-07 15:45:12.211181-07"
2825,24,20192020,8478873,"2021-10-07 15:45:12.227187-07","2021-10-07 15:45:12.227187-07"
2826,24,20192020,8479351,"2021-10-07 15:45:12.240852-07","2021-10-07 15:45:12.240852-07"
2827,24,20192020,8479368,"2021-10-07 15:45:12.252698-07","2021-10-07 15:45:12.252698-07"
2828,24,20192020,8479372,"2021-10-07 15:45:12.263456-07","2021-10-07 15:45:12.263456-07"
2829,24,20192020,8480031,"2021-10-07 15:45:12.273905-07","2021-10-07 15:45:12.273905-07"
2830,24,20192020,8480748,"2021-10-07 15:45:12.282075-07","2021-10-07 15:45:12.282075-07"
2831,24,20192020,8480806,"2021-10-07 15:45:12.289897-07","2021-10-07 15:45:12.289897-07"
2832,24,20192020,8468011,"2021-10-07 15:45:12.298769-07","2021-10-07 15:45:12.298769-07"
2833,24,20192020,8476434,"2021-10-07 15:45:12.302576-07","2021-10-07 15:45:12.302576-07"
2834,24,20192020,8476932,"2021-10-07 15:45:12.309344-07","2021-10-07 15:45:12.309344-07"
2835,25,20192020,8470621,"2021-10-07 15:45:12.316035-07","2021-10-07 15:45:12.316035-07"
2836,25,20192020,8470794,"2021-10-07 15:45:12.324357-07","2021-10-07 15:45:12.324357-07"
2837,25,20192020,8471228,"2021-10-07 15:45:12.331864-07","2021-10-07 15:45:12.331864-07"
2838,25,20192020,8471260,"2021-10-07 15:45:12.340208-07","2021-10-07 15:45:12.340208-07"
2839,25,20192020,8471284,"2021-10-07 15:45:12.348478-07","2021-10-07 15:45:12.348478-07"
2840,25,20192020,8471392,"2021-10-07 15:45:12.356519-07","2021-10-07 15:45:12.356519-07"
2841,25,20192020,8471699,"2021-10-07 15:45:12.676503-07","2021-10-07 15:45:12.676503-07"
2842,25,20192020,8473994,"2021-10-07 15:45:12.688204-07","2021-10-07 15:45:12.688204-07"
2843,25,20192020,8475413,"2021-10-07 15:45:12.696441-07","2021-10-07 15:45:12.696441-07"
2844,25,20192020,8475730,"2021-10-07 15:45:12.708225-07","2021-10-07 15:45:12.708225-07"
2845,25,20192020,8475794,"2021-10-07 15:45:13.048666-07","2021-10-07 15:45:13.048666-07"
2846,25,20192020,8475906,"2021-10-07 15:45:13.057183-07","2021-10-07 15:45:13.057183-07"
2847,25,20192020,8476166,"2021-10-07 15:45:13.066103-07","2021-10-07 15:45:13.066103-07"
2848,25,20192020,8476467,"2021-10-07 15:45:13.07515-07","2021-10-07 15:45:13.07515-07"
2849,25,20192020,8476889,"2021-10-07 15:45:13.084176-07","2021-10-07 15:45:13.084176-07"
2850,25,20192020,8476902,"2021-10-07 15:45:13.092124-07","2021-10-07 15:45:13.092124-07"
2851,25,20192020,8477406,"2021-10-07 15:45:13.099328-07","2021-10-07 15:45:13.099328-07"
2852,25,20192020,8477450,"2021-10-07 15:45:13.109657-07","2021-10-07 15:45:13.109657-07"
2853,25,20192020,8477810,"2021-10-07 15:45:13.116984-07","2021-10-07 15:45:13.116984-07"
2854,25,20192020,8478449,"2021-10-07 15:45:13.124707-07","2021-10-07 15:45:13.124707-07"
2855,25,20192020,8478495,"2021-10-07 15:45:13.132506-07","2021-10-07 15:45:13.132506-07"
2856,25,20192020,8479381,"2021-10-07 15:45:13.140812-07","2021-10-07 15:45:13.140812-07"
2857,25,20192020,8479587,"2021-10-07 15:45:13.148903-07","2021-10-07 15:45:13.148903-07"
2858,25,20192020,8480027,"2021-10-07 15:45:13.15728-07","2021-10-07 15:45:13.15728-07"
2859,25,20192020,8480036,"2021-10-07 15:45:13.165394-07","2021-10-07 15:45:13.165394-07"
2860,25,20192020,8480769,"2021-10-07 15:45:13.173428-07","2021-10-07 15:45:13.173428-07"
2861,25,20192020,8481641,"2021-10-07 15:45:13.183091-07","2021-10-07 15:45:13.183091-07"
2862,25,20192020,8481581,"2021-10-07 15:45:13.191039-07","2021-10-07 15:45:13.191039-07"
2863,25,20192020,8471418,"2021-10-07 15:45:13.199397-07","2021-10-07 15:45:13.199397-07"
2864,25,20192020,8471750,"2021-10-07 15:45:13.202904-07","2021-10-07 15:45:13.202904-07"
2865,25,20192020,8479979,"2021-10-07 15:45:13.207626-07","2021-10-07 15:45:13.207626-07"
2866,26,20192020,8469454,"2021-10-07 15:45:13.213468-07","2021-10-07 15:45:13.213468-07"
2867,26,20192020,8470604,"2021-10-07 15:45:13.220684-07","2021-10-07 15:45:13.220684-07"
2868,26,20192020,8470606,"2021-10-07 15:45:13.228578-07","2021-10-07 15:45:13.228578-07"
2869,26,20192020,8471685,"2021-10-07 15:45:13.235833-07","2021-10-07 15:45:13.235833-07"
2870,26,20192020,8473453,"2021-10-07 15:45:13.245913-07","2021-10-07 15:45:13.245913-07"
2871,26,20192020,8474166,"2021-10-07 15:45:13.255761-07","2021-10-07 15:45:13.255761-07"
2872,26,20192020,8474563,"2021-10-07 15:45:13.263506-07","2021-10-07 15:45:13.263506-07"
2873,26,20192020,8475160,"2021-10-07 15:45:13.271991-07","2021-10-07 15:45:13.271991-07"
2874,26,20192020,8475726,"2021-10-07 15:45:13.279717-07","2021-10-07 15:45:13.279717-07"
2875,26,20192020,8475762,"2021-10-07 15:45:13.286406-07","2021-10-07 15:45:13.286406-07"
2876,26,20192020,8476924,"2021-10-07 15:45:13.295756-07","2021-10-07 15:45:13.295756-07"
2877,26,20192020,8476947,"2021-10-07 15:45:13.304051-07","2021-10-07 15:45:13.304051-07"
2878,26,20192020,8476983,"2021-10-07 15:45:13.633818-07","2021-10-07 15:45:13.633818-07"
2879,26,20192020,8477018,"2021-10-07 15:45:13.893997-07","2021-10-07 15:45:13.893997-07"
2880,26,20192020,8477046,"2021-10-07 15:45:13.905602-07","2021-10-07 15:45:13.905602-07"
2881,26,20192020,8477073,"2021-10-07 15:45:13.918617-07","2021-10-07 15:45:13.918617-07"
2882,26,20192020,8477213,"2021-10-07 15:45:13.926222-07","2021-10-07 15:45:13.926222-07"
2883,26,20192020,8477960,"2021-10-07 15:45:13.934073-07","2021-10-07 15:45:13.934073-07"
2884,26,20192020,8478020,"2021-10-07 15:45:13.942098-07","2021-10-07 15:45:13.942098-07"
2885,26,20192020,8478455,"2021-10-07 15:45:13.949954-07","2021-10-07 15:45:13.949954-07"
2886,26,20192020,8478911,"2021-10-07 15:45:13.957693-07","2021-10-07 15:45:13.957693-07"
2887,26,20192020,8479336,"2021-10-07 15:45:13.963909-07","2021-10-07 15:45:13.963909-07"
2888,26,20192020,8479348,"2021-10-07 15:45:13.96977-07","2021-10-07 15:45:13.96977-07"
2889,26,20192020,8479644,"2021-10-07 15:45:13.978671-07","2021-10-07 15:45:13.978671-07"
2890,26,20192020,8479675,"2021-10-07 15:45:13.986623-07","2021-10-07 15:45:13.986623-07"
2891,26,20192020,8479994,"2021-10-07 15:45:13.994904-07","2021-10-07 15:45:13.994904-07"
2892,26,20192020,8479998,"2021-10-07 15:45:14.005269-07","2021-10-07 15:45:14.005269-07"
2893,26,20192020,8480014,"2021-10-07 15:45:14.014843-07","2021-10-07 15:45:14.014843-07"
2894,26,20192020,8480113,"2021-10-07 15:45:14.039135-07","2021-10-07 15:45:14.039135-07"
2895,26,20192020,8480336,"2021-10-07 15:45:14.0489-07","2021-10-07 15:45:14.0489-07"
2896,26,20192020,8481481,"2021-10-07 15:45:14.059807-07","2021-10-07 15:45:14.059807-07"
2897,26,20192020,8481600,"2021-10-07 15:45:14.070082-07","2021-10-07 15:45:14.070082-07"
2898,26,20192020,8471734,"2021-10-07 15:45:14.081932-07","2021-10-07 15:45:14.081932-07"
2899,26,20192020,8475789,"2021-10-07 15:45:14.085213-07","2021-10-07 15:45:14.085213-07"
2900,26,20192020,8477361,"2021-10-07 15:45:14.089799-07","2021-10-07 15:45:14.089799-07"
2901,28,20192020,8466138,"2021-10-07 15:45:14.095276-07","2021-10-07 15:45:14.095276-07"
2902,28,20192020,8466139,"2021-10-07 15:45:14.102173-07","2021-10-07 15:45:14.102173-07"
2903,28,20192020,8470613,"2021-10-07 15:45:14.111189-07","2021-10-07 15:45:14.111189-07"
2904,28,20192020,8471709,"2021-10-07 15:45:14.118269-07","2021-10-07 15:45:14.118269-07"
2905,28,20192020,8474053,"2021-10-07 15:45:14.125938-07","2021-10-07 15:45:14.125938-07"
2906,28,20192020,8474578,"2021-10-07 15:45:14.132532-07","2021-10-07 15:45:14.132532-07"
2907,28,20192020,8474774,"2021-10-07 15:45:14.142401-07","2021-10-07 15:45:14.142401-07"
2908,28,20192020,8475169,"2021-10-07 15:45:14.40503-07","2021-10-07 15:45:14.40503-07"
2909,28,20192020,8475455,"2021-10-07 15:45:14.414757-07","2021-10-07 15:45:14.414757-07"
2910,28,20192020,8475834,"2021-10-07 15:45:14.424495-07","2021-10-07 15:45:14.424495-07"
2911,28,20192020,8475841,"2021-10-07 15:45:14.433635-07","2021-10-07 15:45:14.433635-07"
2912,28,20192020,8475869,"2021-10-07 15:45:14.725311-07","2021-10-07 15:45:14.725311-07"
2913,28,20192020,8476474,"2021-10-07 15:45:14.734075-07","2021-10-07 15:45:14.734075-07"
2914,28,20192020,8476624,"2021-10-07 15:45:14.745317-07","2021-10-07 15:45:14.745317-07"
2915,28,20192020,8476881,"2021-10-07 15:45:14.754169-07","2021-10-07 15:45:14.754169-07"
2916,28,20192020,8476953,"2021-10-07 15:45:14.763811-07","2021-10-07 15:45:14.763811-07"
